Date,Vegetable_Name,Units,Market_Price,Retail_Price,Shoping_Mall_Price
2/16/2023,Raw Banana (Plantain),1kg,9,11-Oct,15-Nov
2/17/2023,Raw Banana (Plantain),1kg,9,11-Oct,15-Nov
2/18/2023,Raw Banana (Plantain),1kg,9,11-Oct,15-Nov
2/19/2023,Raw Banana (Plantain),1kg,8,10-Sep,13-Oct
2/20/2023,Raw Banana (Plantain),1kg,8,10-Sep,13-Oct
2/21/2023,Raw Banana (Plantain),1kg,8,10-Sep,13-Oct
2/22/2023,Raw Banana (Plantain),1kg,8,10-Sep,13-Oct
2/23/2023,Raw Banana (Plantain),1kg,11,13 - 14,13 - 18
2/24/2023,Raw Banana (Plantain),1kg,11,13 - 14,13 - 18
2/25/2023,Raw Banana (Plantain),1kg,12,14 - 15,14 - 20
2/26/2023,Raw Banana (Plantain),1kg,12,14 - 15,14 - 20
2/27/2023,Raw Banana (Plantain),1kg,12,14 - 15,14 - 20
2/28/2023,Raw Banana (Plantain),1kg,8,10-Sep,13-Oct
3/1/2023,Raw Banana (Plantain),1kg,8,10-Sep,13-Oct
3/2/2023,Raw Banana (Plantain),1kg,8,10-Sep,13-Oct
3/3/2023,Raw Banana (Plantain),1kg,8,10-Sep,13-Oct
3/4/2023,Raw Banana (Plantain),1kg,10,13-Dec,17-Dec
3/5/2023,Raw Banana (Plantain),1kg,10,13-Dec,17-Dec
3/6/2023,Raw Banana (Plantain),1kg,10,13-Dec,17-Dec
3/7/2023,Raw Banana (Plantain),1kg,10,13-Dec,17-Dec
3/8/2023,Raw Banana (Plantain),1kg,10,13-Dec,17-Dec
3/9/2023,Raw Banana (Plantain),1kg,10,13-Dec,17-Dec
3/10/2023,Raw Banana (Plantain),1kg,12,14 - 15,14 - 20
3/11/2023,Raw Banana (Plantain),1kg,12,14 - 15,14 - 20
3/12/2023,Raw Banana (Plantain),1kg,12,14 - 15,14 - 20
3/13/2023,Raw Banana (Plantain),1kg,12,14 - 15,14 - 20
3/14/2023,Raw Banana (Plantain),1kg,12,14 - 15,14 - 20
3/15/2023,Raw Banana (Plantain),1kg,12,14 - 15,14 - 20
3/16/2023,Raw Banana (Plantain),1kg,12,14 - 15,14 - 20
3/17/2023,Raw Banana (Plantain),1kg,9,11-Oct,15-Nov
3/18/2023,Raw Banana (Plantain),1kg,9,11-Oct,15-Nov
3/19/2023,Raw Banana (Plantain),1kg,7,9-Aug,12-Aug
3/20/2023,Raw Banana (Plantain),1kg,7,9-Aug,12-Aug
3/21/2023,Raw Banana (Plantain),1kg,7,9-Aug,12-Aug
3/22/2023,Raw Banana (Plantain),1kg,7,9-Aug,12-Aug
3/23/2023,Raw Banana (Plantain),1kg,7,9-Aug,12-Aug
3/24/2023,Raw Banana (Plantain),1kg,7,9-Aug,12-Aug
3/25/2023,Raw Banana (Plantain),1kg,7,9-Aug,12-Aug
3/26/2023,Raw Banana (Plantain),1kg,7,9-Aug,12-Aug
3/27/2023,Raw Banana (Plantain),1kg,7,9-Aug,12-Aug
3/28/2023,Raw Banana (Plantain),1kg,7,9-Aug,12-Aug
3/29/2023,Raw Banana (Plantain),1kg,10,13-Dec,17-Dec
3/30/2023,Raw Banana (Plantain),1kg,10,13-Dec,17-Dec
3/31/2023,Raw Banana (Plantain),1kg,10,13-Dec,17-Dec
4/1/2023,Raw Banana (Plantain),1kg,7,9-Aug,12-Aug
4/2/2023,Raw Banana (Plantain),1kg,7,9-Aug,12-Aug
4/3/2023,Raw Banana (Plantain),1kg,7,9-Aug,12-Aug
4/4/2023,Raw Banana (Plantain),1kg,7,9-Aug,12-Aug
4/5/2023,Raw Banana (Plantain),1kg,8,10-Sep,13-Oct
4/6/2023,Raw Banana (Plantain),1kg,8,10-Sep,13-Oct
4/7/2023,Raw Banana (Plantain),1kg,8,10-Sep,13-Oct
4/8/2023,Raw Banana (Plantain),1kg,8,10-Sep,13-Oct
4/9/2023,Raw Banana (Plantain),1kg,8,10-Sep,13-Oct
4/10/2023,Raw Banana (Plantain),1kg,7,9-Aug,12-Aug
4/11/2023,Raw Banana (Plantain),1kg,7,9-Aug,12-Aug
4/12/2023,Raw Banana (Plantain),1kg,7,9-Aug,12-Aug
4/13/2023,Raw Banana (Plantain),1kg,7,9-Aug,12-Aug
4/14/2023,Raw Banana (Plantain),1kg,11,13 - 14,13 - 18
4/15/2023,Raw Banana (Plantain),1kg,11,13 - 14,13 - 18
4/16/2023,Raw Banana (Plantain),1kg,11,13 - 14,13 - 18
4/17/2023,Raw Banana (Plantain),1kg,11,13 - 14,13 - 18
4/18/2023,Raw Banana (Plantain),1kg,9,11-Oct,15-Nov
4/19/2023,Raw Banana (Plantain),1kg,9,11-Oct,15-Nov
4/20/2023,Raw Banana (Plantain),1kg,9,11-Oct,15-Nov
4/21/2023,Raw Banana (Plantain),1kg,11,13 - 14,13 - 18
4/22/2023,Raw Banana (Plantain),1kg,11,13 - 14,13 - 18
4/23/2023,Raw Banana (Plantain),1kg,11,13 - 14,13 - 18
4/24/2023,Raw Banana (Plantain),1kg,11,13 - 14,13 - 18
4/25/2023,Raw Banana (Plantain),1kg,11,13 - 14,13 - 18
4/26/2023,Raw Banana (Plantain),1kg,9,11-Oct,15-Nov
4/27/2023,Raw Banana (Plantain),1kg,9,11-Oct,15-Nov
4/28/2023,Raw Banana (Plantain),1kg,9,11-Oct,15-Nov
4/29/2023,Raw Banana (Plantain),1kg,10,13-Dec,17-Dec
4/30/2023,Raw Banana (Plantain),1kg,10,13-Dec,17-Dec
5/1/2023,Raw Banana (Plantain),1kg,10,13-Dec,17-Dec
5/2/2023,Raw Banana (Plantain),1kg,9,11-Oct,15-Nov
5/3/2023,Raw Banana (Plantain),1kg,9,11-Oct,15-Nov
5/4/2023,Raw Banana (Plantain),1kg,9,11-Oct,15-Nov
5/5/2023,Raw Banana (Plantain),1kg,9,11-Oct,15-Nov
5/6/2023,Raw Banana (Plantain),1kg,9,11-Oct,15-Nov
5/7/2023,Raw Banana (Plantain),1kg,10,13-Dec,17-Dec
5/8/2023,Raw Banana (Plantain),1kg,10,13-Dec,17-Dec
5/9/2023,Raw Banana (Plantain),1kg,10,13-Dec,17-Dec
5/10/2023,Raw Banana (Plantain),1kg,10,13-Dec,17-Dec
1/26/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
1/27/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
1/28/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
1/29/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
1/30/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
1/31/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
2/1/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
2/2/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
2/3/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
2/4/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
2/5/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
2/6/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
2/7/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
2/8/2022,Amaranth Leaves,1kg,14,16 - 18,17 - 23
2/9/2022,Amaranth Leaves,1kg,14,16 - 18,17 - 23
2/10/2022,Amaranth Leaves,1kg,14,16 - 18,17 - 23
2/11/2022,Amaranth Leaves,1kg,14,16 - 18,17 - 23
2/12/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
2/13/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
2/14/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
2/15/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
2/16/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
2/17/2022,Amaranth Leaves,1kg,14,16 - 18,17 - 23
2/18/2022,Amaranth Leaves,1kg,14,16 - 18,17 - 23
2/19/2022,Amaranth Leaves,1kg,14,16 - 18,17 - 23
2/20/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
2/21/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
2/22/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
2/23/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
2/24/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
2/25/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
2/26/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
2/27/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
2/28/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
3/1/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
3/2/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
3/3/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
3/4/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
3/5/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
3/6/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
3/7/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
3/8/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
3/9/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
3/10/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
3/11/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
3/12/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
3/13/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
3/14/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
3/15/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
3/16/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
3/17/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
3/18/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
3/19/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
3/20/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
3/21/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
3/22/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
3/23/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
3/24/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
3/25/2022,Amaranth Leaves,1kg,18,21 - 23,22 - 30
3/26/2022,Amaranth Leaves,1kg,18,21 - 23,22 - 30
3/27/2022,Amaranth Leaves,1kg,18,21 - 23,22 - 30
3/28/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
3/29/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
3/30/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
3/31/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
4/1/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
4/2/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
4/3/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
4/4/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
4/5/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
4/6/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
4/7/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
4/8/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
4/9/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
4/10/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
4/11/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
4/12/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
4/13/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
4/14/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
4/15/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
4/16/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
4/17/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
4/18/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
4/19/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
4/20/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
4/21/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
4/22/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
4/23/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
4/24/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
4/25/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
4/26/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
4/27/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
4/28/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
4/29/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
4/30/2022,Amaranth Leaves,1kg,14,16 - 18,17 - 23
5/1/2022,Amaranth Leaves,1kg,14,16 - 18,17 - 23
5/2/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
5/3/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
5/4/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
5/5/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
5/6/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
5/7/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
5/8/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
5/9/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
5/10/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
5/11/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
5/12/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
5/13/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
5/14/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
5/15/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
5/16/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
5/17/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
5/18/2022,Amaranth Leaves,1kg,18,21 - 23,22 - 30
5/19/2022,Amaranth Leaves,1kg,18,21 - 23,22 - 30
5/20/2022,Amaranth Leaves,1kg,18,21 - 23,22 - 30
5/21/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
5/22/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
5/23/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
5/24/2022,Amaranth Leaves,1kg,16,18 - 20,19 - 26
5/25/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
5/26/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
5/27/2022,Amaranth Leaves,1kg,17,20 - 22,20 - 28
5/28/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
5/29/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
5/30/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
5/31/2022,Amaranth Leaves,1kg,13,15 - 17,16 - 21
6/1/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
6/2/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
6/3/2022,Amaranth Leaves,1kg,15,17 - 19,18 - 25
6/4/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
6/5/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
6/6/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
6/7/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
6/8/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
6/9/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
6/10/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
6/11/2022,Amaranth Leaves,1kg,14,16 - 18,17 - 23
6/12/2022,Amaranth Leaves,1kg,14,16 - 18,17 - 23
6/13/2022,Amaranth Leaves,1kg,14,16 - 18,17 - 23
6/14/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
6/15/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
6/16/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
6/17/2022,Amaranth Leaves,1kg,12,14 - 15,14 - 20
6/18/2022,Amaranth Leaves,1kg,11,13 - 14,13 - 18
6/19/2022,Amaranth Leaves,1kg,11,13 - 14,13 - 18
6/20/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
6/21/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
6/22/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
6/23/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
6/24/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
6/25/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
6/26/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
6/27/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
6/28/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
6/29/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
6/30/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
7/1/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
7/2/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
7/3/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
7/4/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
7/5/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
7/6/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
7/7/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
7/8/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
7/9/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
7/10/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
7/11/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
7/12/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
7/13/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
7/14/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
7/15/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
7/16/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
7/17/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
7/18/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
7/19/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
7/20/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
7/21/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
7/22/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
7/23/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
7/24/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
7/25/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
7/26/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
7/27/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
7/28/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
7/29/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
7/30/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
7/31/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
8/1/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
8/2/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
8/3/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
8/4/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
8/5/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
8/6/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
8/7/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
8/8/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
8/9/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
8/10/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
8/11/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
8/12/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
8/13/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
8/14/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
8/15/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
8/16/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
8/17/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
8/18/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
8/19/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
8/20/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
8/21/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
8/22/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
8/23/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
8/24/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
8/25/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
8/26/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
8/27/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
8/28/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
8/29/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
8/30/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
8/31/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
9/1/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
9/2/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
9/3/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
9/4/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
9/5/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
9/6/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
9/7/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
9/8/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
9/9/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
9/10/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
9/11/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
9/12/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
9/13/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
9/14/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
9/15/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
9/16/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
9/17/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
9/18/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
9/19/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
9/20/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
9/21/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
9/22/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
9/23/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
9/24/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
9/25/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
9/26/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
9/27/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
9/28/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
9/29/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
9/30/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
10/1/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
10/2/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
10/3/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
10/4/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
10/5/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
10/6/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/7/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/8/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/9/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/10/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/11/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/12/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
10/13/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
10/14/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
10/15/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/16/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/17/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/18/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/19/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/20/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/21/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/22/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/23/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/24/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/25/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/26/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/27/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/28/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
10/29/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
10/30/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
10/31/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
11/1/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
11/2/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
11/3/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
11/4/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
11/5/2022,Amaranth Leaves,1kg,8,10-Sep,13-Oct
11/6/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
11/7/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
11/8/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
11/9/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
11/10/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
11/11/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
11/12/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
11/13/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
11/14/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
11/15/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
11/16/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
11/17/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
11/18/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
11/19/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
11/20/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
11/21/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
11/22/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
11/23/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
11/24/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
11/25/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
11/26/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
11/27/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
11/28/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
11/29/2022,Amaranth Leaves,1kg,9,11-Oct,15-Nov
11/30/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
12/1/2022,Amaranth Leaves,1kg,10,13-Dec,17-Dec
