Date,Vegetable_Name,Units,Market_Price,Retail_Price,Shoping_Mall_Price
1/26/2022,Banana Flower,1kg,16,18 - 20,19 - 26
1/27/2022,Banana Flower,1kg,16,18 - 20,19 - 26
1/28/2022,Banana Flower,1kg,15,17 - 19,18 - 25
1/29/2022,Banana Flower,1kg,15,17 - 19,18 - 25
1/30/2022,Banana Flower,1kg,20,23 - 25,24 - 33
1/31/2022,Banana Flower,1kg,20,23 - 25,24 - 33
2/1/2022,Banana Flower,1kg,20,23 - 25,24 - 33
2/2/2022,Banana Flower,1kg,15,17 - 19,18 - 25
2/3/2022,Banana Flower,1kg,15,17 - 19,18 - 25
2/4/2022,Banana Flower,1kg,15,17 - 19,18 - 25
2/5/2022,Banana Flower,1kg,17,20 - 22,20 - 28
2/6/2022,Banana Flower,1kg,17,20 - 22,20 - 28
2/7/2022,Banana Flower,1kg,17,20 - 22,20 - 28
2/8/2022,Banana Flower,1kg,16,18 - 20,19 - 26
2/9/2022,Banana Flower,1kg,16,18 - 20,19 - 26
2/10/2022,Banana Flower,1kg,16,18 - 20,19 - 26
2/11/2022,Banana Flower,1kg,16,18 - 20,19 - 26
2/12/2022,Banana Flower,1kg,16,18 - 20,19 - 26
2/13/2022,Banana Flower,1kg,16,18 - 20,19 - 26
2/14/2022,Banana Flower,1kg,19,22 - 24,23 - 31
2/15/2022,Banana Flower,1kg,19,22 - 24,23 - 31
2/16/2022,Banana Flower,1kg,19,22 - 24,23 - 31
2/17/2022,Banana Flower,1kg,18,21 - 23,22 - 30
2/18/2022,Banana Flower,1kg,18,21 - 23,22 - 30
2/19/2022,Banana Flower,1kg,18,21 - 23,22 - 30
2/20/2022,Banana Flower,1kg,19,22 - 24,23 - 31
2/21/2022,Banana Flower,1kg,19,22 - 24,23 - 31
2/22/2022,Banana Flower,1kg,19,22 - 24,23 - 31
2/23/2022,Banana Flower,1kg,19,22 - 24,23 - 31
2/24/2022,Banana Flower,1kg,19,22 - 24,23 - 31
2/25/2022,Banana Flower,1kg,19,22 - 24,23 - 31
2/26/2022,Banana Flower,1kg,19,22 - 24,23 - 31
2/27/2022,Banana Flower,1kg,19,22 - 24,23 - 31
2/28/2022,Banana Flower,1kg,17,20 - 22,20 - 28
3/1/2022,Banana Flower,1kg,17,20 - 22,20 - 28
3/2/2022,Banana Flower,1kg,17,20 - 22,20 - 28
3/3/2022,Banana Flower,1kg,17,20 - 22,20 - 28
3/4/2022,Banana Flower,1kg,16,18 - 20,19 - 26
3/5/2022,Banana Flower,1kg,16,18 - 20,19 - 26
3/6/2022,Banana Flower,1kg,16,18 - 20,19 - 26
3/7/2022,Banana Flower,1kg,17,20 - 22,20 - 28
3/8/2022,Banana Flower,1kg,17,20 - 22,20 - 28
3/9/2022,Banana Flower,1kg,19,22 - 24,23 - 31
3/10/2022,Banana Flower,1kg,19,22 - 24,23 - 31
3/11/2022,Banana Flower,1kg,19,22 - 24,23 - 31
3/12/2022,Banana Flower,1kg,19,22 - 24,23 - 31
3/13/2022,Banana Flower,1kg,19,22 - 24,23 - 31
3/14/2022,Banana Flower,1kg,19,22 - 24,23 - 31
3/15/2022,Banana Flower,1kg,19,22 - 24,23 - 31
3/16/2022,Banana Flower,1kg,19,22 - 24,23 - 31
3/17/2022,Banana Flower,1kg,18,21 - 23,22 - 30
3/18/2022,Banana Flower,1kg,18,21 - 23,22 - 30
3/19/2022,Banana Flower,1kg,18,21 - 23,22 - 30
3/20/2022,Banana Flower,1kg,19,22 - 24,23 - 31
3/21/2022,Banana Flower,1kg,19,22 - 24,23 - 31
3/22/2022,Banana Flower,1kg,20,23 - 25,24 - 33
3/23/2022,Banana Flower,1kg,20,23 - 25,24 - 33
3/24/2022,Banana Flower,1kg,20,23 - 25,24 - 33
3/25/2022,Banana Flower,1kg,17,20 - 22,20 - 28
3/26/2022,Banana Flower,1kg,17,20 - 22,20 - 28
3/27/2022,Banana Flower,1kg,17,20 - 22,20 - 28
3/28/2022,Banana Flower,1kg,18,21 - 23,22 - 30
3/29/2022,Banana Flower,1kg,18,21 - 23,22 - 30
3/30/2022,Banana Flower,1kg,18,21 - 23,22 - 30
3/31/2022,Banana Flower,1kg,18,21 - 23,22 - 30
4/1/2022,Banana Flower,1kg,17,20 - 22,20 - 28
4/2/2022,Banana Flower,1kg,17,20 - 22,20 - 28
4/3/2022,Banana Flower,1kg,17,20 - 22,20 - 28
4/4/2022,Banana Flower,1kg,16,18 - 20,19 - 26
4/5/2022,Banana Flower,1kg,16,18 - 20,19 - 26
4/6/2022,Banana Flower,1kg,16,18 - 20,19 - 26
4/7/2022,Banana Flower,1kg,20,23 - 25,24 - 33
4/8/2022,Banana Flower,1kg,20,23 - 25,24 - 33
4/9/2022,Banana Flower,1kg,20,23 - 25,24 - 33
4/10/2022,Banana Flower,1kg,19,22 - 24,23 - 31
4/11/2022,Banana Flower,1kg,19,22 - 24,23 - 31
4/12/2022,Banana Flower,1kg,19,22 - 24,23 - 31
4/13/2022,Banana Flower,1kg,20,23 - 25,24 - 33
4/14/2022,Banana Flower,1kg,20,23 - 25,24 - 33
4/15/2022,Banana Flower,1kg,20,23 - 25,24 - 33
4/16/2022,Banana Flower,1kg,20,23 - 25,24 - 33
4/17/2022,Banana Flower,1kg,18,21 - 23,22 - 30
4/18/2022,Banana Flower,1kg,18,21 - 23,22 - 30
4/19/2022,Banana Flower,1kg,18,21 - 23,22 - 30
4/20/2022,Banana Flower,1kg,18,21 - 23,22 - 30
4/21/2022,Banana Flower,1kg,18,21 - 23,22 - 30
4/22/2022,Banana Flower,1kg,18,21 - 23,22 - 30
4/23/2022,Banana Flower,1kg,18,21 - 23,22 - 30
4/24/2022,Banana Flower,1kg,16,18 - 20,19 - 26
4/25/2022,Banana Flower,1kg,16,18 - 20,19 - 26
4/26/2022,Banana Flower,1kg,16,18 - 20,19 - 26
4/27/2022,Banana Flower,1kg,19,22 - 24,23 - 31
4/28/2022,Banana Flower,1kg,19,22 - 24,23 - 31
4/29/2022,Banana Flower,1kg,19,22 - 24,23 - 31
4/30/2022,Banana Flower,1kg,20,23 - 25,24 - 33
5/1/2022,Banana Flower,1kg,20,23 - 25,24 - 33
5/2/2022,Banana Flower,1kg,18,21 - 23,22 - 30
5/3/2022,Banana Flower,1kg,18,21 - 23,22 - 30
5/4/2022,Banana Flower,1kg,18,21 - 23,22 - 30
5/5/2022,Banana Flower,1kg,20,23 - 25,24 - 33
5/6/2022,Banana Flower,1kg,20,23 - 25,24 - 33
5/7/2022,Banana Flower,1kg,20,23 - 25,24 - 33
5/8/2022,Banana Flower,1kg,20,23 - 25,24 - 33
5/9/2022,Banana Flower,1kg,20,23 - 25,24 - 33
5/10/2022,Banana Flower,1kg,20,23 - 25,24 - 33
5/11/2022,Banana Flower,1kg,19,22 - 24,23 - 31
5/12/2022,Banana Flower,1kg,19,22 - 24,23 - 31
5/13/2022,Banana Flower,1kg,19,22 - 24,23 - 31
5/14/2022,Banana Flower,1kg,19,22 - 24,23 - 31
5/15/2022,Banana Flower,1kg,16,18 - 20,19 - 26
5/16/2022,Banana Flower,1kg,16,18 - 20,19 - 26
5/17/2022,Banana Flower,1kg,16,18 - 20,19 - 26
5/18/2022,Banana Flower,1kg,20,23 - 25,24 - 33
5/19/2022,Banana Flower,1kg,20,23 - 25,24 - 33
5/20/2022,Banana Flower,1kg,20,23 - 25,24 - 33
5/21/2022,Banana Flower,1kg,17,20 - 22,20 - 28
5/22/2022,Banana Flower,1kg,17,20 - 22,20 - 28
5/23/2022,Banana Flower,1kg,17,20 - 22,20 - 28
5/24/2022,Banana Flower,1kg,17,20 - 22,20 - 28
5/25/2022,Banana Flower,1kg,20,23 - 25,24 - 33
5/26/2022,Banana Flower,1kg,20,23 - 25,24 - 33
5/27/2022,Banana Flower,1kg,20,23 - 25,24 - 33
5/28/2022,Banana Flower,1kg,17,20 - 22,20 - 28
5/29/2022,Banana Flower,1kg,17,20 - 22,20 - 28
5/30/2022,Banana Flower,1kg,17,20 - 22,20 - 28
5/31/2022,Banana Flower,1kg,17,20 - 22,20 - 28
6/1/2022,Banana Flower,1kg,17,20 - 22,20 - 28
6/2/2022,Banana Flower,1kg,17,20 - 22,20 - 28
6/3/2022,Banana Flower,1kg,17,20 - 22,20 - 28
6/4/2022,Banana Flower,1kg,19,22 - 24,23 - 31
6/5/2022,Banana Flower,1kg,19,22 - 24,23 - 31
6/6/2022,Banana Flower,1kg,19,22 - 24,23 - 31
6/7/2022,Banana Flower,1kg,19,22 - 24,23 - 31
6/8/2022,Banana Flower,1kg,19,22 - 24,23 - 31
6/9/2022,Banana Flower,1kg,19,22 - 24,23 - 31
6/10/2022,Banana Flower,1kg,19,22 - 24,23 - 31
6/11/2022,Banana Flower,1kg,18,21 - 23,22 - 30
6/12/2022,Banana Flower,1kg,18,21 - 23,22 - 30
6/13/2022,Banana Flower,1kg,18,21 - 23,22 - 30
6/14/2022,Banana Flower,1kg,20,23 - 25,24 - 33
6/15/2022,Banana Flower,1kg,20,23 - 25,24 - 33
6/16/2022,Banana Flower,1kg,20,23 - 25,24 - 33
6/17/2022,Banana Flower,1kg,20,23 - 25,24 - 33
6/18/2022,Banana Flower,1kg,17,20 - 22,20 - 28
6/19/2022,Banana Flower,1kg,17,20 - 22,20 - 28
6/20/2022,Banana Flower,1kg,17,20 - 22,20 - 28
6/21/2022,Banana Flower,1kg,17,20 - 22,20 - 28
6/22/2022,Banana Flower,1kg,17,20 - 22,20 - 28
6/23/2022,Banana Flower,1kg,12,14 - 15,14 - 20
6/24/2022,Banana Flower,1kg,12,14 - 15,14 - 20
6/25/2022,Banana Flower,1kg,12,14 - 15,14 - 20
6/26/2022,Banana Flower,1kg,12,14 - 15,14 - 20
6/27/2022,Banana Flower,1kg,18,21 - 23,22 - 30
6/28/2022,Banana Flower,1kg,18,21 - 23,22 - 30
6/29/2022,Banana Flower,1kg,18,21 - 23,22 - 30
6/30/2022,Banana Flower,1kg,18,21 - 23,22 - 30
7/1/2022,Banana Flower,1kg,16,18 - 20,19 - 26
7/2/2022,Banana Flower,1kg,16,18 - 20,19 - 26
7/3/2022,Banana Flower,1kg,16,18 - 20,19 - 26
7/4/2022,Banana Flower,1kg,17,20 - 22,20 - 28
7/5/2022,Banana Flower,1kg,17,20 - 22,20 - 28
7/6/2022,Banana Flower,1kg,17,20 - 22,20 - 28
7/7/2022,Banana Flower,1kg,17,20 - 22,20 - 28
7/8/2022,Banana Flower,1kg,17,20 - 22,20 - 28
7/9/2022,Banana Flower,1kg,16,18 - 20,19 - 26
7/10/2022,Banana Flower,1kg,16,18 - 20,19 - 26
7/11/2022,Banana Flower,1kg,16,18 - 20,19 - 26
7/12/2022,Banana Flower,1kg,18,21 - 23,22 - 30
7/13/2022,Banana Flower,1kg,18,21 - 23,22 - 30
7/14/2022,Banana Flower,1kg,18,21 - 23,22 - 30
7/15/2022,Banana Flower,1kg,18,21 - 23,22 - 30
7/16/2022,Banana Flower,1kg,18,21 - 23,22 - 30
7/17/2022,Banana Flower,1kg,16,18 - 20,19 - 26
7/18/2022,Banana Flower,1kg,16,18 - 20,19 - 26
7/19/2022,Banana Flower,1kg,16,18 - 20,19 - 26
7/20/2022,Banana Flower,1kg,16,18 - 20,19 - 26
7/21/2022,Banana Flower,1kg,12,14 - 15,14 - 20
7/22/2022,Banana Flower,1kg,12,14 - 15,14 - 20
7/23/2022,Banana Flower,1kg,12,14 - 15,14 - 20
7/24/2022,Banana Flower,1kg,15,17 - 19,18 - 25
7/25/2022,Banana Flower,1kg,15,17 - 19,18 - 25
7/26/2022,Banana Flower,1kg,15,17 - 19,18 - 25
7/27/2022,Banana Flower,1kg,15,17 - 19,18 - 25
7/28/2022,Banana Flower,1kg,15,17 - 19,18 - 25
7/29/2022,Banana Flower,1kg,15,17 - 19,18 - 25
7/30/2022,Banana Flower,1kg,15,17 - 19,18 - 25
7/31/2022,Banana Flower,1kg,15,17 - 19,18 - 25
8/1/2022,Banana Flower,1kg,15,17 - 19,18 - 25
8/2/2022,Banana Flower,1kg,15,17 - 19,18 - 25
8/3/2022,Banana Flower,1kg,15,17 - 19,18 - 25
8/4/2022,Banana Flower,1kg,13,15 - 17,16 - 21
8/5/2022,Banana Flower,1kg,13,15 - 17,16 - 21
8/6/2022,Banana Flower,1kg,13,15 - 17,16 - 21
8/7/2022,Banana Flower,1kg,13,15 - 17,16 - 21
8/8/2022,Banana Flower,1kg,14,16 - 18,17 - 23
8/9/2022,Banana Flower,1kg,14,16 - 18,17 - 23
8/10/2022,Banana Flower,1kg,14,16 - 18,17 - 23
8/11/2022,Banana Flower,1kg,14,16 - 18,17 - 23
8/12/2022,Banana Flower,1kg,14,16 - 18,17 - 23
8/13/2022,Banana Flower,1kg,17,20 - 22,20 - 28
8/14/2022,Banana Flower,1kg,17,20 - 22,20 - 28
8/15/2022,Banana Flower,1kg,17,20 - 22,20 - 28
8/16/2022,Banana Flower,1kg,17,20 - 22,20 - 28
8/17/2022,Banana Flower,1kg,17,20 - 22,20 - 28
8/18/2022,Banana Flower,1kg,13,15 - 17,16 - 21
8/19/2022,Banana Flower,1kg,13,15 - 17,16 - 21
8/20/2022,Banana Flower,1kg,13,15 - 17,16 - 21
8/21/2022,Banana Flower,1kg,15,17 - 19,18 - 25
8/22/2022,Banana Flower,1kg,15,17 - 19,18 - 25
8/23/2022,Banana Flower,1kg,15,17 - 19,18 - 25
8/24/2022,Banana Flower,1kg,12,14 - 15,14 - 20
8/25/2022,Banana Flower,1kg,12,14 - 15,14 - 20
8/26/2022,Banana Flower,1kg,15,17 - 19,18 - 25
8/27/2022,Banana Flower,1kg,15,17 - 19,18 - 25
8/28/2022,Banana Flower,1kg,15,17 - 19,18 - 25
8/29/2022,Banana Flower,1kg,15,17 - 19,18 - 25
8/30/2022,Banana Flower,1kg,18,21 - 23,22 - 30
8/31/2022,Banana Flower,1kg,18,21 - 23,22 - 30
9/1/2022,Banana Flower,1kg,15,17 - 19,18 - 25
9/2/2022,Banana Flower,1kg,15,17 - 19,18 - 25
9/3/2022,Banana Flower,1kg,15,17 - 19,18 - 25
9/4/2022,Banana Flower,1kg,15,17 - 19,18 - 25
9/5/2022,Banana Flower,1kg,16,18 - 20,19 - 26
9/6/2022,Banana Flower,1kg,14,16 - 18,17 - 23
9/7/2022,Banana Flower,1kg,14,16 - 18,17 - 23
9/8/2022,Banana Flower,1kg,14,16 - 18,17 - 23
9/9/2022,Banana Flower,1kg,14,16 - 18,17 - 23
9/10/2022,Banana Flower,1kg,17,20 - 22,20 - 28
9/11/2022,Banana Flower,1kg,13,15 - 17,16 - 21
9/12/2022,Banana Flower,1kg,13,15 - 17,16 - 21
9/13/2022,Banana Flower,1kg,13,15 - 17,16 - 21
9/14/2022,Banana Flower,1kg,13,15 - 17,16 - 21
9/15/2022,Banana Flower,1kg,13,15 - 17,16 - 21
9/16/2022,Banana Flower,1kg,18,21 - 23,22 - 30
9/17/2022,Banana Flower,1kg,18,21 - 23,22 - 30
9/18/2022,Banana Flower,1kg,18,21 - 23,22 - 30
9/19/2022,Banana Flower,1kg,12,14 - 15,14 - 20
9/20/2022,Banana Flower,1kg,12,14 - 15,14 - 20
9/21/2022,Banana Flower,1kg,12,14 - 15,14 - 20
9/22/2022,Banana Flower,1kg,14,16 - 18,17 - 23
9/23/2022,Banana Flower,1kg,14,16 - 18,17 - 23
9/24/2022,Banana Flower,1kg,14,16 - 18,17 - 23
9/25/2022,Banana Flower,1kg,16,18 - 20,19 - 26
9/26/2022,Banana Flower,1kg,16,18 - 20,19 - 26
9/27/2022,Banana Flower,1kg,16,18 - 20,19 - 26
9/28/2022,Banana Flower,1kg,17,20 - 22,20 - 28
9/29/2022,Banana Flower,1kg,17,20 - 22,20 - 28
9/30/2022,Banana Flower,1kg,14,16 - 18,17 - 23
10/1/2022,Banana Flower,1kg,14,16 - 18,17 - 23
10/2/2022,Banana Flower,1kg,14,16 - 18,17 - 23
10/3/2022,Banana Flower,1kg,17,20 - 22,20 - 28
10/4/2022,Banana Flower,1kg,17,20 - 22,20 - 28
10/5/2022,Banana Flower,1kg,17,20 - 22,20 - 28
10/6/2022,Banana Flower,1kg,18,21 - 23,22 - 30
10/7/2022,Banana Flower,1kg,18,21 - 23,22 - 30
10/8/2022,Banana Flower,1kg,17,20 - 22,20 - 28
10/9/2022,Banana Flower,1kg,17,20 - 22,20 - 28
10/10/2022,Banana Flower,1kg,17,20 - 22,20 - 28
10/11/2022,Banana Flower,1kg,17,20 - 22,20 - 28
10/12/2022,Banana Flower,1kg,12,14 - 15,14 - 20
10/13/2022,Banana Flower,1kg,12,14 - 15,14 - 20
10/14/2022,Banana Flower,1kg,12,14 - 15,14 - 20
10/15/2022,Banana Flower,1kg,16,18 - 20,19 - 26
10/16/2022,Banana Flower,1kg,16,18 - 20,19 - 26
10/17/2022,Banana Flower,1kg,16,18 - 20,19 - 26
10/18/2022,Banana Flower,1kg,13,15 - 17,16 - 21
10/19/2022,Banana Flower,1kg,13,15 - 17,16 - 21
10/20/2022,Banana Flower,1kg,13,15 - 17,16 - 21
10/21/2022,Banana Flower,1kg,13,15 - 17,16 - 21
10/22/2022,Banana Flower,1kg,13,15 - 17,16 - 21
10/23/2022,Banana Flower,1kg,13,15 - 17,16 - 21
10/24/2022,Banana Flower,1kg,15,17 - 19,18 - 25
10/25/2022,Banana Flower,1kg,15,17 - 19,18 - 25
10/26/2022,Banana Flower,1kg,15,17 - 19,18 - 25
10/27/2022,Banana Flower,1kg,13,15 - 17,16 - 21
10/28/2022,Banana Flower,1kg,13,15 - 17,16 - 21
10/29/2022,Banana Flower,1kg,17,20 - 22,20 - 28
10/30/2022,Banana Flower,1kg,17,20 - 22,20 - 28
10/31/2022,Banana Flower,1kg,17,20 - 22,20 - 28
11/1/2022,Banana Flower,1kg,17,20 - 22,20 - 28
11/2/2022,Banana Flower,1kg,17,20 - 22,20 - 28
11/3/2022,Banana Flower,1kg,15,17 - 19,18 - 25
11/4/2022,Banana Flower,1kg,15,17 - 19,18 - 25
11/5/2022,Banana Flower,1kg,15,17 - 19,18 - 25
11/6/2022,Banana Flower,1kg,16,18 - 20,19 - 26
11/7/2022,Banana Flower,1kg,16,18 - 20,19 - 26
11/8/2022,Banana Flower,1kg,16,18 - 20,19 - 26
11/9/2022,Banana Flower,1kg,14,16 - 18,17 - 23
11/10/2022,Banana Flower,1kg,14,16 - 18,17 - 23
11/11/2022,Banana Flower,1kg,14,16 - 18,17 - 23
11/12/2022,Banana Flower,1kg,17,20 - 22,20 - 28
11/13/2022,Banana Flower,1kg,17,20 - 22,20 - 28
11/14/2022,Banana Flower,1kg,17,20 - 22,20 - 28
11/15/2022,Banana Flower,1kg,17,20 - 22,20 - 28
11/16/2022,Banana Flower,1kg,17,20 - 22,20 - 28
11/17/2022,Banana Flower,1kg,17,20 - 22,20 - 28
11/18/2022,Banana Flower,1kg,13,15 - 17,16 - 21
11/19/2022,Banana Flower,1kg,13,15 - 17,16 - 21
11/20/2022,Banana Flower,1kg,13,15 - 17,16 - 21
11/21/2022,Banana Flower,1kg,12,14 - 15,14 - 20
11/22/2022,Banana Flower,1kg,12,14 - 15,14 - 20
11/23/2022,Banana Flower,1kg,12,14 - 15,14 - 20
11/24/2022,Banana Flower,1kg,14,16 - 18,17 - 23
11/25/2022,Banana Flower,1kg,14,16 - 18,17 - 23
11/26/2022,Banana Flower,1kg,16,18 - 20,19 - 26
11/27/2022,Banana Flower,1kg,16,18 - 20,19 - 26
11/28/2022,Banana Flower,1kg,14,16 - 18,17 - 23
11/29/2022,Banana Flower,1kg,14,16 - 18,17 - 23
11/30/2022,Banana Flower,1kg,15,17 - 19,18 - 25
12/1/2022,Banana Flower,1kg,15,17 - 19,18 - 25
12/2/2022,Banana Flower,1kg,15,17 - 19,18 - 25
12/3/2022,Banana Flower,1kg,14,16 - 18,17 - 23
12/4/2022,Banana Flower,1kg,14,16 - 18,17 - 23
12/5/2022,Banana Flower,1kg,14,16 - 18,17 - 23
12/6/2022,Banana Flower,1kg,14,16 - 18,17 - 23
12/7/2022,Banana Flower,1kg,17,20 - 22,20 - 28
12/8/2022,Banana Flower,1kg,17,20 - 22,20 - 28
12/9/2022,Banana Flower,1kg,17,20 - 22,20 - 28
12/10/2022,Banana Flower,1kg,14,16 - 18,17 - 23
12/11/2022,Banana Flower,1kg,14,16 - 18,17 - 23
12/12/2022,Banana Flower,1kg,14,16 - 18,17 - 23
12/13/2022,Banana Flower,1kg,14,16 - 18,17 - 23
12/14/2022,Banana Flower,1kg,15,17 - 19,18 - 25
12/15/2022,Banana Flower,1kg,15,17 - 19,18 - 25
12/16/2022,Banana Flower,1kg,15,17 - 19,18 - 25
12/17/2022,Banana Flower,1kg,15,17 - 19,18 - 25
12/18/2022,Banana Flower,1kg,18,21 - 23,22 - 30
12/19/2022,Banana Flower,1kg,18,21 - 23,22 - 30
12/20/2022,Banana Flower,1kg,18,21 - 23,22 - 30
12/21/2022,Banana Flower,1kg,18,21 - 23,22 - 30
12/22/2022,Banana Flower,1kg,15,17 - 19,18 - 25
12/23/2022,Banana Flower,1kg,15,17 - 19,18 - 25
12/24/2022,Banana Flower,1kg,20,23 - 25,24 - 33
12/25/2022,Banana Flower,1kg,20,23 - 25,24 - 33
12/26/2022,Banana Flower,1kg,20,23 - 25,24 - 33
12/27/2022,Banana Flower,1kg,13,15 - 17,16 - 21
12/28/2022,Banana Flower,1kg,13,15 - 17,16 - 21
12/29/2022,Banana Flower,1kg,18,21 - 23,22 - 30
12/30/2022,Banana Flower,1kg,18,21 - 23,22 - 30
12/31/2022,Banana Flower,1kg,18,21 - 23,22 - 30
1/1/2023,Banana Flower,1kg,18,21 - 23,22 - 30
1/2/2023,Banana Flower,1kg,15,17 - 19,18 - 25
1/3/2023,Banana Flower,1kg,15,17 - 19,18 - 25
1/4/2023,Banana Flower,1kg,19,22 - 24,23 - 31
1/5/2023,Banana Flower,1kg,19,22 - 24,23 - 31
1/6/2023,Banana Flower,1kg,19,22 - 24,23 - 31
1/7/2023,Banana Flower,1kg,19,22 - 24,23 - 31
1/8/2023,Banana Flower,1kg,17,20 - 22,20 - 28
1/9/2023,Banana Flower,1kg,17,20 - 22,20 - 28
1/10/2023,Banana Flower,1kg,17,20 - 22,20 - 28
1/11/2023,Banana Flower,1kg,15,17 - 19,18 - 25
1/12/2023,Banana Flower,1kg,15,17 - 19,18 - 25
1/13/2023,Banana Flower,1kg,15,17 - 19,18 - 25
1/14/2023,Banana Flower,1kg,14,16 - 18,17 - 23
1/15/2023,Banana Flower,1kg,14,16 - 18,17 - 23
1/16/2023,Banana Flower,1kg,14,16 - 18,17 - 23
1/17/2023,Banana Flower,1kg,14,16 - 18,17 - 23
1/18/2023,Banana Flower,1kg,14,16 - 18,17 - 23
1/19/2023,Banana Flower,1kg,14,16 - 18,17 - 23
1/20/2023,Banana Flower,1kg,16,18 - 20,19 - 26
1/21/2023,Banana Flower,1kg,15,17 - 19,18 - 25
1/22/2023,Banana Flower,1kg,15,17 - 19,18 - 25
1/23/2023,Banana Flower,1kg,15,17 - 19,18 - 25
1/24/2023,Banana Flower,1kg,15,17 - 19,18 - 25
1/25/2023,Banana Flower,1kg,15,17 - 19,18 - 25
1/26/2023,Banana Flower,1kg,15,17 - 19,18 - 25
1/27/2023,Banana Flower,1kg,15,17 - 19,18 - 25
1/28/2023,Banana Flower,1kg,20,23 - 25,24 - 33
1/29/2023,Banana Flower,1kg,20,23 - 25,24 - 33
1/30/2023,Banana Flower,1kg,20,23 - 25,24 - 33
1/31/2023,Banana Flower,1kg,16,18 - 20,19 - 26
2/1/2023,Banana Flower,1kg,16,18 - 20,19 - 26
2/2/2023,Banana Flower,1kg,16,18 - 20,19 - 26
2/3/2023,Banana Flower,1kg,16,18 - 20,19 - 26
2/4/2023,Banana Flower,1kg,16,18 - 20,19 - 26
2/5/2023,Banana Flower,1kg,16,18 - 20,19 - 26
2/6/2023,Banana Flower,1kg,17,20 - 22,20 - 28
2/7/2023,Banana Flower,1kg,17,20 - 22,20 - 28
2/8/2023,Banana Flower,1kg,17,20 - 22,20 - 28
2/9/2023,Banana Flower,1kg,13,15 - 17,16 - 21
2/10/2023,Banana Flower,1kg,13,15 - 17,16 - 21
2/11/2023,Banana Flower,1kg,13,15 - 17,16 - 21
2/12/2023,Banana Flower,1kg,17,20 - 22,20 - 28
2/13/2023,Banana Flower,1kg,17,20 - 22,20 - 28
2/14/2023,Banana Flower,1kg,17,20 - 22,20 - 28
2/15/2023,Banana Flower,1kg,17,20 - 22,20 - 28
2/16/2023,Banana Flower,1kg,20,23 - 25,24 - 33
2/17/2023,Banana Flower,1kg,20,23 - 25,24 - 33
2/18/2023,Banana Flower,1kg,20,23 - 25,24 - 33
2/19/2023,Banana Flower,1kg,17,20 - 22,20 - 28
2/20/2023,Banana Flower,1kg,17,20 - 22,20 - 28
2/21/2023,Banana Flower,1kg,17,20 - 22,20 - 28
2/22/2023,Banana Flower,1kg,17,20 - 22,20 - 28
2/23/2023,Banana Flower,1kg,20,23 - 25,24 - 33
2/24/2023,Banana Flower,1kg,20,23 - 25,24 - 33
2/25/2023,Banana Flower,1kg,15,17 - 19,18 - 25
2/26/2023,Banana Flower,1kg,15,17 - 19,18 - 25
2/27/2023,Banana Flower,1kg,15,17 - 19,18 - 25
2/28/2023,Banana Flower,1kg,15,17 - 19,18 - 25
3/1/2023,Banana Flower,1kg,15,17 - 19,18 - 25
3/2/2023,Banana Flower,1kg,15,17 - 19,18 - 25
3/3/2023,Banana Flower,1kg,15,17 - 19,18 - 25
3/4/2023,Banana Flower,1kg,15,17 - 19,18 - 25
3/5/2023,Banana Flower,1kg,15,17 - 19,18 - 25
3/6/2023,Banana Flower,1kg,15,17 - 19,18 - 25
3/7/2023,Banana Flower,1kg,15,17 - 19,18 - 25
3/8/2023,Banana Flower,1kg,15,17 - 19,18 - 25
3/9/2023,Banana Flower,1kg,15,17 - 19,18 - 25
3/10/2023,Banana Flower,1kg,20,23 - 25,24 - 33
3/11/2023,Banana Flower,1kg,20,23 - 25,24 - 33
3/12/2023,Banana Flower,1kg,20,23 - 25,24 - 33
3/13/2023,Banana Flower,1kg,20,23 - 25,24 - 33
3/14/2023,Banana Flower,1kg,17,20 - 22,20 - 28
3/15/2023,Banana Flower,1kg,17,20 - 22,20 - 28
3/16/2023,Banana Flower,1kg,17,20 - 22,20 - 28
3/17/2023,Banana Flower,1kg,15,17 - 19,18 - 25
3/18/2023,Banana Flower,1kg,15,17 - 19,18 - 25
3/19/2023,Banana Flower,1kg,22,25 - 28,26 - 36
3/20/2023,Banana Flower,1kg,22,25 - 28,26 - 36
3/21/2023,Banana Flower,1kg,22,25 - 28,26 - 36
3/22/2023,Banana Flower,1kg,22,25 - 28,26 - 36
3/23/2023,Banana Flower,1kg,22,25 - 28,26 - 36
3/24/2023,Banana Flower,1kg,16,18 - 20,19 - 26
3/25/2023,Banana Flower,1kg,16,18 - 20,19 - 26
3/26/2023,Banana Flower,1kg,17,20 - 22,20 - 28
3/27/2023,Banana Flower,1kg,17,20 - 22,20 - 28
3/28/2023,Banana Flower,1kg,17,20 - 22,20 - 28
3/29/2023,Banana Flower,1kg,19,22 - 24,23 - 31
3/30/2023,Banana Flower,1kg,19,22 - 24,23 - 31
3/31/2023,Banana Flower,1kg,19,22 - 24,23 - 31
4/1/2023,Banana Flower,1kg,21,24 - 27,25 - 35
4/2/2023,Banana Flower,1kg,21,24 - 27,25 - 35
4/3/2023,Banana Flower,1kg,21,24 - 27,25 - 35
4/4/2023,Banana Flower,1kg,21,24 - 27,25 - 35
4/5/2023,Banana Flower,1kg,22,25 - 28,26 - 36
4/6/2023,Banana Flower,1kg,22,25 - 28,26 - 36
